3	86
2	79
3	91
2	80
2	93
4	82
4	84
4	78
2	82
2	90
5	75
5	75
3	86
3	83
2	88
4	89
4	87
3	85
1	89
5	88
5	90
4	92
4	90
4	83
4	80
4	82
4	82
3	94
3	97
4	85
3	82
4	86
3	83
3	81
3	89
3	94
2	60
2	92
2	75
2	80
1	90
2	90
1	80
1	80
1	90
1	90
1	80
1	90
1	90
1	90
